python2-chardet 3.0.4-2
python2-css-parser 1.0.4-1
python2-cssselect 1.1.0-1
python2-dateutil 2.8.1-1
python2-dbus 1.2.10-1
python2-dnspython 1.16.0-1
python2-enum34 1.1.6-2
python2-feedparser 5.2.1-3
python2-gobject2 2.28.7-2
python2-html2text 2019.8.11-1
python2-html5-parser 0.4.9-1
python2-html5lib 1.0.1-3
python2-lxml 4.4.1-1
python2-markdown 3.1.1-2
python2-mechanize 1:0.4.4-1
python2-msgpack 0.6.2-1
python2-netifaces 0.10.9-1
python2-packaging 19.2-2
python2-pillow 6.2.0-1
python2-psutil 5.6.3-1
python2-pygments 2.4.2-1
python2-pyparsing 2.4.4-1
python2-pyqt5 5.13.2-1
python2-pyqtwebengine 5.13.2-1
python2-regex 2019.08.19-1
python2-setuptools 1:41.2.0-1
python2-sip-pyqt5 4.19.19-1
python2-six 1.12.0-1
python2-soupsieve 1.9.5-1
python2-unrardll 0.1.4-1
python2-webencodings 0.5.1-2
qemu 4.1.0-4
qpdf 9.0.2-1
qrencode 4.0.2-1
qt5-base 5.13.2-1
qt5-charts 5.13.2-1
qt5-declarative 5.13.2-1
qt5-graphicaleffects 5.13.2-1
qt5-imageformats 5.13.2-1
qt5-location 5.13.2-1
qt5-multimedia 5.13.2-1
qt5-quickcontrols 5.13.2-1
qt5-speech 5.13.2-1
qt5-svg 5.13.2-1
qt5-wayland 5.13.2-1
qt5-webchannel 5.13.2-1
qt5-webengine 5.13.2-2
qt5-x11extras 5.13.2-1
qtkeychain 0.9.1-1
quazip 0.8.1-2
qutebrowser 1.8.1-1
ranger 1.9.2-1
raptor 2.0.15-11
rasqal 1:0.9.33-2
re2 20191101-1
readline 8.0.001-1
redland 1:1.0.17-7
redshift-wlr-gamma-control-git 1.12.r25.g7da875d-1
reflector 2019.10-1
rest 0.8.1-1
rhash 1.3.8-1
rofi 1.5.4-1
rpcbind 1.2.5-2
rsync 3.1.3-1
rtkit 0.12-1
rtmpdump 1:2.4.r96.fa8646d-5
rtv 1.27.0-1
rubberband 1.8.2-2
ruby 2.6.5-1
rubygems 3.0.6-1
run-parts 4.8.6.1-1
runc 1.0.0rc9-1
rust 1:1.39.0-1
rxvt-unicode-terminfo 9.22-9
sane 1.0.28-1
sanoid 2.0.3-2
sbc 1.4-1
sc-im 0.7.0-2
scdoc 1.10.0-1
schroedinger 1.0.11-5
sdl 1.2.15-13
sdl2 2.0.10-1
sdl2_ttf 2.0.15-1
seabios 1.12.1-1
sed 4.7-2
shaderc 2019.0-2
shadow 4.7-2
shared-mime-info 1.15-1
simple-scan 3.34.1-1
skopeo 0.1.40-1
slang 2.3.2-1
slirp4netns 0.4.2-1
slurp 1.2.0-1
smartmontools 7.0-1
smbclient 4.10.10-1
snappy 1.1.7-1
solid 5.63.0-1
sonnet 5.63.0-1
sound-theme-freedesktop 0.8-3
soundtouch 2.1.2-1
spandsp 0.0.6-2
spdlog 1.4.2-1
speex 1.2.0-2
speexdsp 1.2.0-1
spice 0.14.2-1
spice-gtk 0.37-1
spirv-tools 2019.3-2
sqlite 3.30.1-1
srt 1.4.0-1
sshfs 3.5.2-1
startup-notification 0.12-6
sudo 1.8.29-1
suitesparse 5.6.0-1
sway 1:1.2-5
swaybg 1.0-3
swayidle 1.5-1
swaylock 1.4-2
swaynagmode 0.2.1-1
syncthing 1.3.1-1
sysfsutils 2.1.0-10
system-config-printer 1.5.12-1
systemd 243.78-2
systemd-libs 243.78-2
systemd-sysvcompat 243.78-2
systemd-zpool-scrub 1.1-1
t1lib 5.1.2-7
taglib 1.11.1-3
talloc 2.2.0-1
tar 1.32-2
tdb 1.3.18-2
telegram-desktop 1.8.15-2
tevent 1:0.9.39-2
texinfo 6.7-1
texlive-bin 2019.51075-3
texlive-core 2019.52579-1
texlive-fontsextra 2019.52580-1
texlive-formatsextra 2019.51280-1
texlive-latexextra 2019.52575-1
thin-provisioning-tools 0.8.5-2
thinkalert 0.1-2
thinkfinger 0.3-9
thunderbird 68.2.2-1
thunderbird-extension-enigmail 2.1.3-1
thunderbird-extension-gnome-keyring-git 0.13.r50.0e96ff7-1
tlp 1.2.2-1
tlpui-git 0.r110.372463b-1
tmux 2.9_a-4
totem-plparser 3.26.3-1
tp_smapi 0.43-149
tp_smapi-lts 0.43-17
transmission-cli 2.94-2
transmission-gtk 2.94-2
tslib 1.21-1
ttf-anonymous-pro 1.003-4
ttf-bitstream-vera 1.10-12
ttf-dejavu 2.37-2
ttf-droid 20121017-7
ttf-liberation 2.00.5-2
ttf-ubuntu-font-family 0.83-5
twolame 0.4.0-1
tzdata 2019c-2
uchardet 0.0.6-2
udisks2 2.8.4-1
unibilium 2.0.0-1
unrar 1:5.8.3-1
unzip 6.0-13
upower 0.99.11-1
usbmuxd 1.1.0+48+g1cc8b34-3
usbredir 0.8.0-1
usbutils 012-1
util-linux 2.34-3
v4l-utils 1.16.7-1
vagrant 2.2.6-1
vagrant-libvirt 0.0.45-1
vala 0.46.3-1
vamp-plugin-sdk 2.8.0-1
vde2 2.3.2-11
vid.stab 1.1-2
virglrenderer 0.8.0-1
virt-install 2.2.1-1
virt-manager 2.2.1-1
vlc 3.0.8-5
volume_key 0.3.11-2
vte-common 0.58.2-1
vte3 0.58.2-1
vulkan-icd-loader 1.1.127-1
w3m 0.5.3.git20190105-1
wavpack 5.1.0-2
waybar 0.8.0-4
wayland 1.17.0-1
wayland-protocols 1.18-1
wdisplays-git r36.22669ed-1
webkit2gtk 2.26.2-1
webrtc-audio-processing 0.3.1-1
wget 1.20.3-2
which 2.21-4
wildmidi 0.4.3-1
wireguard-arch 0.0.20191012-4
wireguard-lts 0.0.20191012-4
wireguard-tools 0.0.20191012-1
wl-clipboard 1:2.0.0-1
wlrobs-hg r14.82e2b93c6f66-1
wlroots 0.8.1-1
wmctrl 1.07-5
woff2 1.0.2-1
wofi-hg r66.679b76d1d44e-1
wpa_supplicant 2:2.9-1
wpebackend-fdo 1.4.0-1
wshowkeys-git r2.a9bf6bc-1
x264 3:0.157.r2980.34c06d1-1
x265 3.2.1-1
xcb-proto 1.13-2
xcb-util 0.4.0-2
xcb-util-errors 1.0-3
xcb-util-image 0.4.0-2
xcb-util-keysyms 0.4.0-2
xcb-util-renderutil 0.3.9-2
xcb-util-wm 0.4.1-2
xcb-util-xrm 1.3-1
xdg-dbus-proxy 0.1.2-1
xdg-desktop-portal 1.5.2-1
xdg-desktop-portal-gtk 1.5.0-1
xdg-user-dirs 0.17-2
xdg-utils 1.1.3+18+g0547886-2
xf86-input-libinput 0.29.0-1
xfsprogs 5.2.1-1
xkeyboard-config 2.28-1
xmlsec 1.2.29-1
xorg-bdftopcf 1.1-1
xorg-font-util 1.3.2-1
xorg-font-utils 7.6-5
xorg-fonts-encodings 1.0.5-1
xorg-mkfontscale 1.2.1-1
xorg-server 1.20.5-4
xorg-server-common 1.20.5-4
xorg-server-xwayland 1.20.5-4
xorg-setxkbmap 1.3.2-1
xorg-xauth 1.1-1
xorg-xev 1.2.3-1
xorg-xhost 1.0.8-1
xorg-xkbcomp 1.4.2+7+g29fda8e-1
xorg-xrandr 1.5.1-1
xorg-xrdb 1.2.0-1
xorg-xset 1.2.4-1
xorgproto 2019.2-1
xvidcore 1.3.5-1
xz 5.2.4-1
yajl 2.1.0-2
yasm 1.3.0-3
yay 9.4.2-1
ydotool-git v0.1.8.r11.g2a16bff-1
yubico-c 1.13-5
yubico-c-client 2.15-4
yubikey-personalization 1.20.0-1
zathura 0.4.4-1
zathura-cb 0.1.8-1
zathura-djvu 0.2.8-1
zathura-pdf-mupdf 0.3.5-2
zbar 0.23-2
zedenv 0.3.7-1
zenity 3.32.0+17+gfb0938f-1
zeromq 4.3.2-1
zfs-linux 0.8.2_5.3.8.1.1-1
zfs-linux-lts 0.8.2_4.19.81.1-1
zfs-utils 0.8.2-2
zita-alsa-pcmi 0.3.2-2
zita-resampler 1.6.2-2
zlib 1:1.2.11-3
zsh 5.7.1-1
zsh-autosuggestions 0.6.3-1
zsh-completions 0.30.0-1
zsh-doc 5.7.1-1
zsh-fast-syntax-highlighting-git r765.bc58bd6-1
zsh-lovers 0.9.1-2
zsh-theme-powerlevel10k-git r2818.583bbda-1
zsh-theme-powerlevel9k 0.6.7-1
zsh-zplugin-git r1951.66156aa-1
zshdb 1.0.1-1
zstd 1.4.3-1
zvbi 0.2.35-3
zziplib 0.13.69-1
